Sample_ID,Completeness,Contamination,WGS_5S,WGS_16S,WGS_23S,WGS_tRNA,Quality_Classification
AG-325-O07,57.22,0,0,0,0,28,Medium
AG-325-O08,14.48,0,0,0,0,2,Low
AG-325-O09,0,0,0,1,0,1,Low
AG-325-O10,56.44,0,0,0,0,17,Medium
AG-325-O11,66.18,0.17,1,1,1,30,Medium
AG-325-O13,24.53,0,1,0,0,3,Low
AG-325-O14,49.74,0,0,0,0,17,Low
AG-325-O15,33.96,0,1,1,1,21,Low
AG-325-O16,35.18,0,1,1,1,20,Low
AG-325-O17,47.34,2.06,0,0,0,9,Low
AG-325-O18,54.08,0,1,1,1,17,Medium
AG-325-O19,72.03,0,0,1,1,19,Medium
AG-325-O20,36.69,0,1,1,1,19,Low
AG-325-O21,48.14,0,1,1,1,33,Low
AG-325-O22,51.74,0,1,0,1,21,Medium
AG-325-O23,40.44,0,0,0,0,17,Low
AG-325-P01,15.85,0,0,0,0,12,Low
AG-325-P02,18.87,0,0,0,0,3,Low
AG-325-P03,26.51,0,0,1,1,9,Low
AG-325-P04,51.33,0,0,0,0,13,Medium
AG-325-P05,25.79,0,1,0,0,12,Low
AG-325-P06,0.47,0,0,0,0,3,Low
AG-325-P07,4.17,0,0,0,0,2,Low
AG-325-P08,66.04,0,1,0,1,20,Medium
AG-325-P09,35.85,0,0,0,0,18,Low
AG-325-P10,55.52,0.07,1,1,1,22,Medium
AG-325-P13,27.36,0,0,0,0,5,Low
AG-325-P14,14.22,0,0,0,0,6,Low
AG-325-P15,62.39,0.57,1,1,1,20,Medium
AG-325-P16,49.16,0.3,0,0,0,16,Low
AG-325-P17,56.6,0,0,0,0,15,Medium
AG-325-P18,67.36,0,1,1,1,24,Medium
AG-325-P19,0,0,0,0,0,2,Low
AG-325-P20,76.97,0,1,1,1,28,Medium
AG-325-P21,64.56,0,1,1,1,20,Medium
AG-325-P22,36.4,0.54,0,0,0,8,Low
AG-325-P23,85.54,0,1,1,1,30,Medium
AG-331-A01,35.33,0,0,0,0,9,Low
AG-331-A02,8.1,0,0,0,0,3,Low
AG-331-B22,15.52,0,0,0,0,6,Low
AG-331-B23,17.24,0,0,0,0,2,Low
AG-331-C07,33.7,0.27,0,0,0,11,Low
AG-331-C09,0,0,0,0,0,2,Low
AG-331-D10,15.52,0,0,0,0,5,Low
AG-331-D11,12.24,0,0,0,0,6,Low
AG-331-E10,28.45,0,0,0,0,10,Low
AG-331-E16,5.17,0,0,0,0,2,Low
AG-331-F21,13.26,0,0,0,0,2,Low
AG-331-J19,23.44,0,0,0,0,10,Low
AG-331-J21,27.44,0,0,0,0,5,Low
AG-331-K04,15.74,0,0,0,0,8,Low
AG-331-K15,0,0,0,0,0,1,Low
AG-331-M18,58.83,0,0,0,0,18,Medium
AG-331-N22,0,0,0,0,0,0,Low
AG-333-A01,33.96,0,0,0,0,14,Low
AG-333-A02,13.76,0,0,0,0,3,Low
AG-333-A03,4.17,0,0,0,0,0,Low
AG-333-A04,90.05,0,1,1,1,29,High
AG-333-A05,33.02,0,0,0,0,9,Low
AG-333-A06,21.9,0,0,0,0,6,Low
AG-333-A07,55.28,0,1,1,1,16,Medium
AG-333-A08,16.98,0,0,1,1,4,Low
AG-333-A09,14.95,0,0,0,0,6,Low
AG-333-A10,35.49,0,0,0,1,17,Low
AG-333-A11,7.55,1.89,0,0,0,12,Low
AG-333-A13,70.85,0,1,1,1,23,Medium
AG-333-A14,0,0,1,0,1,9,Low
AG-333-A15,22.41,0,0,0,0,3,Low
AG-333-A16,3.45,0,0,0,0,3,Low
AG-333-A17,28.3,0,0,0,0,5,Low
AG-333-A18,47.17,0,0,1,1,14,Low
AG-333-A19,64.84,1.9,1,1,1,24,Medium
AG-333-A20,43.82,0,1,1,1,20,Low
AG-333-A21,59.4,0.85,1,1,1,26,Medium
AG-333-A22,28.56,0.27,1,1,1,13,Low
AG-333-A23,23.6,0,0,0,0,7,Low
AG-333-B02,19.48,0,0,0,0,6,Low
AG-333-B03,64.59,0.5,1,1,1,30,Medium
AG-333-B04,4.45,0.14,0,0,0,3,Low
AG-333-B05,8.62,0,0,0,0,4,Low
AG-333-B06,31.55,0,0,1,0,7,Low
AG-333-B07,0,0,1,1,1,3,Low
AG-333-B08,29.25,0,1,1,1,15,Low
AG-333-B09,35.97,0,0,0,0,20,Low
AG-333-B10,24.37,0,0,0,0,13,Low
AG-333-B11,0,0,0,0,0,3,Low
AG-333-B13,24.6,0,0,0,0,8,Low
AG-333-B14,5.17,0,0,0,0,4,Low
AG-333-B15,28.53,0,1,1,1,11,Low
AG-333-B17,8.79,0,0,0,0,1,Low
AG-333-B18,35.36,0.74,0,0,0,23,Low
AG-333-B19,32.76,0,0,0,0,9,Low
AG-333-B20,18.97,0,0,0,0,17,Low
AG-333-B21,26.42,0,1,0,0,12,Low
AG-333-B22,75.21,0,1,1,1,28,Medium
AG-333-B23,58.47,0,1,1,1,26,Medium
AG-333-C02,35.75,0.43,1,1,1,17,Low
AG-333-C03,50.13,0,0,1,1,16,Medium
AG-333-C04,0,0,0,0,0,0,Low
AG-333-C05,4.17,0,0,0,0,1,Low
AG-333-C06,66.59,0.95,1,1,1,21,Medium
AG-333-C07,69.16,2.41,1,1,0,26,Medium
AG-333-C09,26.02,1.72,0,1,1,8,Low
AG-333-C10,81.53,0,0,1,0,21,Medium
AG-333-C11,0,0,0,0,0,0,Low
AG-333-C13,0.79,0,0,0,0,8,Low
AG-333-C14,82.15,0,1,1,1,33,Medium
AG-333-C15,32.76,0,0,0,0,19,Low
AG-333-C16,49.98,0.99,1,1,1,18,Low
AG-333-C17,50.94,0,1,0,0,9,Medium
AG-333-C18,14.28,0,0,0,0,5,Low
AG-333-C19,66.15,0,1,1,1,20,Medium
AG-333-C20,59.4,0,0,1,1,24,Medium
AG-333-C21,60.28,0,0,0,0,31,Medium
AG-333-C22,34.64,0,0,1,1,10,Low
AG-333-C23,13.21,0,0,1,1,4,Low
AG-333-D02,49.31,0,0,0,0,17,Low
AG-333-D03,1.91,1.57,0,0,0,9,Low
AG-333-D04,91.09,0,1,1,1,34,High
AG-333-D05,0,0,0,0,0,0,Low
AG-333-D07,41.38,0,1,1,1,22,Low
AG-333-D08,88.7,0.47,0,1,1,29,Medium
AG-333-D09,12.07,0,0,0,0,3,Low
AG-333-D10,40.29,0,0,0,0,13,Low
AG-333-D11,38.68,0,1,1,1,6,Low
AG-333-D13,5.96,0,1,0,1,1,Low
AG-333-D14,30.19,0,0,0,0,5,Low
AG-333-D16,36.21,0,1,0,1,13,Low
AG-333-D17,32.2,0,0,1,0,6,Low
AG-333-D18,63.35,0.33,1,1,1,30,Medium
AG-333-D19,5.86,0,0,0,0,2,Low
AG-333-D20,38.42,0,0,0,0,12,Low
AG-333-D21,78.31,0,1,1,1,28,Medium
AG-333-D22,68.87,0,1,1,1,22,Medium
AG-333-D23,77.89,0,1,1,1,25,Medium
AG-333-E02,53.01,0,0,1,1,20,Medium
AG-333-E03,22.41,0,0,0,0,4,Low
AG-333-E04,46.2,0.95,0,0,0,18,Low
AG-333-E05,7.07,0,0,0,0,0,Low
AG-333-E06,13.79,0,0,0,0,4,Low
AG-333-E07,0,0,1,0,0,2,Low
AG-333-E09,74.11,0,1,1,1,26,Medium
AG-333-E10,70.18,0,1,1,1,39,Medium
AG-333-E11,21.61,0.17,1,0,0,9,Low
AG-333-E13,0,0,0,0,0,0,Low
AG-333-E15,47.01,1.28,1,1,1,29,Low
AG-333-E16,16.62,0,0,0,0,8,Low
AG-333-E17,42.14,0,1,0,1,16,Low
AG-333-E18,60.38,0,1,1,1,17,Medium
AG-333-E19,15.52,0,0,0,0,1,Low
AG-333-E20,58.28,0,1,1,1,17,Medium
AG-333-E21,2.73,0,0,0,0,0,Low
AG-333-E22,73.57,0.47,0,1,1,24,Medium
AG-333-E23,61.24,0,1,0,0,22,Medium
AG-333-F02,60.66,0,1,1,1,19,Medium
AG-333-F03,32.7,0,1,0,1,5,Low
AG-333-F04,61.01,0,1,1,1,25,Medium
AG-333-F05,29,0.54,0,0,0,16,Low
AG-333-F06,7.24,0,0,0,0,3,Low
AG-333-F07,30.12,0,1,0,1,8,Low
AG-333-F08,50.97,0,0,1,1,18,Medium
AG-333-F09,45.28,0,1,0,1,11,Low
AG-333-F10,14.37,0,0,0,0,3,Low
AG-333-F13,68.29,0,0,0,0,13,Medium
AG-333-F14,90.51,1.1,0,0,0,30,Medium
AG-333-F15,60.5,0,0,0,0,16,Medium
AG-333-F16,8.62,0,0,0,0,8,Low
AG-333-F17,60.02,0,0,1,1,13,Medium
AG-333-F18,24.14,0,1,1,1,9,Low
AG-333-F19,51.61,1.72,0,0,0,15,Medium
AG-333-F20,0,0,0,0,0,0,Low
AG-333-F21,9.43,0,0,0,0,5,Low
AG-333-F22,16.69,0,0,0,0,18,Low
AG-333-F23,4.17,0,0,0,0,0,Low
AG-333-G02,20,0,0,0,0,15,Low
AG-333-G03,12.59,0.74,0,0,0,10,Low
AG-333-G04,0,0,0,0,0,2,Low
AG-333-G05,76.07,0.43,1,1,1,41,Medium
AG-333-G06,10.38,0,0,1,1,5,Low
AG-333-G07,43.4,0,0,1,1,8,Low
AG-333-G08,31.48,0,0,0,0,10,Low
AG-333-G09,31.57,0,0,1,1,9,Low
AG-333-G10,7.55,0,0,0,0,7,Low
AG-333-G11,7.02,0,0,0,0,5,Low
AG-333-G13,60.9,0.54,0,0,0,20,Medium
AG-333-G14,26.55,1.88,1,0,1,8,Low
AG-333-G15,76.07,0.43,1,1,1,36,Medium
AG-333-G16,11.29,0,0,0,0,1,Low
AG-333-G18,8.33,0,0,0,0,10,Low
AG-333-G20,1.68,0,0,0,0,0,Low
AG-333-G21,66.57,0,1,1,1,25,Medium
AG-333-G22,36.48,0,0,0,0,14,Low
AG-333-G23,77.78,1.28,1,1,1,38,Medium
AG-333-I02,37.96,0,1,1,1,6,Low
AG-333-I03,55.56,0.4,0,0,0,17,Medium
AG-333-I04,0,0,0,0,0,0,Low
AG-333-I05,1.89,0,0,0,0,2,Low
AG-333-I06,17.24,0,0,0,0,11,Low
AG-333-I07,3.77,0,0,0,0,1,Low
AG-333-I08,34.1,0,0,0,0,9,Low
AG-333-I09,41.18,0,1,0,0,10,Low
AG-333-I10,61.89,0.24,1,1,1,20,Medium
AG-333-I11,18.87,0,0,0,0,9,Low
AG-333-I13,2.3,0,0,0,0,0,Low
AG-333-I14,0,0,0,0,0,3,Low
AG-333-I15,70,0,1,1,1,28,Medium
AG-333-I16,6.9,0,1,0,1,3,Low
AG-333-I17,32.08,0,1,0,0,6,Low
AG-333-I18,55.3,0,0,0,1,13,Medium
AG-333-I19,7.76,0.86,0,0,0,5,Low
AG-333-I20,13.21,0,0,0,0,6,Low
AG-333-I21,27.36,0,0,0,0,11,Low
AG-333-I22,64.76,0,1,1,1,31,Medium
AG-333-J02,19.49,0,0,1,0,10,Low
AG-333-J04,9.43,0,0,0,0,11,Low
AG-333-J05,9.43,0,0,1,1,6,Low
AG-333-J06,29.31,0,0,0,0,9,Low
AG-333-J09,19.3,0,1,0,1,6,Low
AG-333-J10,0,0,0,1,0,1,Low
AG-333-J11,39.66,0,1,0,1,14,Low
AG-333-J13,58.4,0,1,1,1,27,Medium
AG-333-J14,47.55,0,0,1,1,18,Low
AG-333-J15,13.17,0,0,1,1,8,Low
AG-333-J16,8.33,0,0,0,0,4,Low
AG-333-J17,72.86,0,1,1,1,30,Medium
AG-333-J18,4.17,0,0,0,0,1,Low
AG-333-J19,16.04,0,0,1,1,7,Low
AG-333-J20,0,0,0,0,0,2,Low
AG-333-J21,4.17,0,0,0,0,0,Low
AG-333-J22,20.83,0,0,0,0,12,Low
AG-333-J23,12.07,1.72,0,0,0,1,Low
AG-333-K03,0,0,0,0,0,4,Low
AG-333-K04,28.9,0.43,0,0,0,21,Low
AG-333-K05,21.44,0,0,0,1,7,Low
AG-333-K06,84.94,0,0,1,1,30,Medium
AG-333-K07,75.47,0,1,1,1,26,Medium
AG-333-K08,20.75,0,0,1,1,11,Low
AG-333-K09,54.82,0.43,1,0,0,20,Medium
AG-333-K10,38.23,2.41,0,1,1,11,Low
AG-333-K11,21.55,0,0,0,0,6,Low
AG-333-K13,15.79,0,0,0,0,3,Low
AG-333-K14,40,0,1,0,0,12,Low
AG-333-K15,7.76,0,0,0,0,1,Low
AG-333-K16,34.6,0,0,0,0,10,Low
AG-333-K17,22.41,0,1,1,1,18,Low
AG-333-K18,4.17,4.17,0,0,0,2,Low
AG-333-K19,71.97,0,1,0,0,18,Medium
AG-333-K20,0,0,0,0,0,2,Low
AG-333-K22,61.45,0,1,1,1,27,Medium
AG-333-K23,8.62,0,0,0,0,17,Low
AG-333-L02,21.91,0,0,1,1,11,Low
AG-333-L03,36.83,0,1,0,1,10,Low
AG-333-L04,7.89,0,0,0,0,0,Low
AG-333-L05,17.7,0,1,1,1,7,Low
AG-333-L06,13.21,0,1,0,1,8,Low
AG-333-L07,12.24,0,0,0,0,4,Low
AG-333-L09,11.37,0.27,0,0,0,4,Low
AG-333-L10,30.19,0,0,0,0,10,Low
AG-333-L11,87.35,0.07,0,0,0,25,Medium
AG-333-L13,27.87,0,0,0,0,13,Low
AG-333-L14,4.17,0,1,1,1,3,Low
AG-333-L15,56.38,0.37,1,0,0,34,Medium
AG-333-L16,0,0,0,0,0,1,Low
AG-333-L17,0,0,0,0,0,0,Low
AG-333-L18,8.33,0,0,0,0,4,Low
AG-333-L19,22.31,0,0,0,0,8,Low
AG-333-L20,74.7,0,0,1,1,23,Medium
AG-333-L21,27.4,2.82,1,0,1,11,Low
AG-333-L23,53.41,0,0,1,1,18,Medium
AG-333-M02,0,0,0,0,0,0,Low
AG-333-M03,84.6,0.48,1,1,1,29,Medium
AG-333-M04,19.04,0,0,1,1,10,Low
AG-333-M05,41.51,0,1,1,1,18,Low
AG-333-M06,79.31,0,1,0,0,27,Medium
AG-333-M07,13.79,0,0,0,0,2,Low
AG-333-M08,22.76,0,0,0,0,9,Low
AG-333-M09,4.17,0,0,0,0,0,Low
AG-333-M10,44.7,0.27,1,0,1,10,Low
AG-333-M11,1.72,0,0,0,0,4,Low
AG-333-M13,29.35,0,0,1,1,6,Low
AG-333-M14,5,0,0,0,0,1,Low
AG-333-M15,32.22,0.81,0,0,0,16,Low
AG-333-M16,50.94,0,0,0,0,7,Medium
AG-333-M17,68.38,0.43,1,1,1,23,Medium
AG-333-M18,37.69,0,0,0,0,17,Low
AG-333-M19,20.67,0,0,0,1,10,Low
AG-333-M20,37.25,0,1,1,1,20,Low
AG-333-M23,0,0,0,0,0,2,Low
AG-333-N02,8.33,0,0,0,0,2,Low
AG-333-N03,18.45,1.72,0,0,0,4,Low
AG-333-N04,0,0,0,0,0,1,Low
AG-333-N05,17.42,1.22,0,0,0,6,Low
AG-333-N06,67.55,0,1,1,1,20,Medium
AG-333-N07,23.28,3.45,0,0,0,1,Low
AG-333-N08,23.54,0,0,0,0,9,Low
AG-333-N09,0,0,0,0,0,1,Low
AG-333-N10,45.69,0,0,0,0,20,Low
AG-333-N11,35.9,0,0,0,0,6,Low
AG-333-N13,51.29,0,0,1,1,13,Medium
AG-333-N14,50.4,0,0,0,0,13,Medium
AG-333-N15,77.8,0,1,1,1,30,Medium
AG-333-N16,4.17,0,0,0,0,3,Low
AG-333-N17,15.09,0,0,1,1,6,Low
AG-333-N18,13.61,0,0,0,0,6,Low
AG-333-N19,60.38,0,1,1,1,16,Medium
AG-333-N20,67.24,0,1,1,1,18,Medium
AG-333-N21,13.21,0,0,0,0,3,Low
AG-333-N22,0,0,0,0,0,2,Low
AG-333-N23,0,0,0,0,0,1,Low
AG-333-O02,65.69,1.58,0,0,0,26,Medium
AG-333-O03,37.11,0,0,0,0,15,Low
AG-333-O04,54.82,1.15,1,1,1,20,Medium
AG-333-O05,75.9,0,0,0,0,20,Medium
AG-333-O06,0,0,0,0,0,2,Low
AG-333-O07,57.92,0,0,0,0,14,Medium
AG-333-O08,4.51,0,0,0,0,0,Low
AG-333-O10,17.71,0,0,0,0,7,Low
AG-333-O11,61.45,0,1,1,1,27,Medium
AG-333-O13,49,0,1,1,1,28,Low
AG-333-O14,0,0,0,0,0,6,Low
AG-333-O15,39.62,0,1,0,0,23,Low
AG-333-O16,32.15,0.82,1,1,1,14,Low
AG-333-O17,4.17,0,0,0,0,0,Low
AG-333-O18,51.78,0,0,0,1,21,Medium
AG-333-O20,50.94,0,0,0,0,9,Medium
AG-333-O21,50.16,0,1,1,1,19,Medium
AG-333-O22,12.07,0,0,0,0,2,Low
AG-333-O23,30,0,0,0,0,9,Low
AG-333-P01,14.83,0,0,0,0,9,Low
AG-333-P02,63.57,1.23,1,1,1,33,Medium
AG-333-P03,0,0,0,0,0,1,Low
AG-333-P05,71.75,0,0,1,1,23,Medium
AG-333-P06,48.68,0,1,0,0,10,Low
AG-333-P07,39.66,0,1,1,1,20,Low
AG-333-P08,80.12,0.11,1,1,1,26,Medium
AG-333-P09,57.81,0,1,1,1,26,Medium
AG-333-P10,1.91,1.57,0,0,0,15,Low
AG-333-P11,18.1,1.72,1,0,1,9,Low
AG-333-P13,78.38,0,0,1,1,19,Medium
AG-333-P14,67.77,0,0,1,1,25,Medium
AG-333-P15,8.87,0,0,1,1,3,Low
AG-333-P16,44.41,0,1,1,1,25,Low
AG-333-P17,24.53,0,0,1,0,15,Low
AG-333-P18,14.14,0,0,0,0,8,Low
AG-333-P19,5.66,0,0,0,0,0,Low
AG-333-P22,41.77,0,1,1,1,18,Low
AG-333-P23,52.72,0,0,0,0,17,Medium
AG-335-A05,52.85,0.54,1,1,1,15,Medium
AG-335-B03,60.34,0,0,0,0,20,Medium
AG-335-B08,39.54,0.27,0,0,0,15,Low
AG-335-C21,38.28,0,0,0,1,8,Low
AG-335-D02,45.83,0.27,0,0,0,14,Low
AG-335-D04,35.34,0,0,0,0,12,Low
AG-335-E22,52.72,0,1,1,1,26,Medium
AG-335-F06,25.86,0,0,0,0,4,Low
AG-335-I15,26.69,0,1,1,1,13,Low
AG-335-I21,59.5,0,1,1,1,18,Medium
AG-335-J02,36.91,0,0,0,0,11,Low
AG-335-J19,52.13,0,1,1,2,17,Medium
AG-335-L06,46.97,0.27,1,1,1,18,Low
AG-335-N04,61.77,0.14,1,1,1,18,Medium
AG-335-N20,40.15,0,0,0,0,9,Low
AG-335-O19,44.14,0,0,0,0,18,Low
AG-335-P02,34.48,0,0,0,0,17,Low
AG-337-A03,38.64,0,0,1,0,18,Low
AG-337-A05,50.16,0.22,0,0,0,27,Medium
AG-337-A06,41.63,0,1,1,1,12,Low
AG-337-A07,45.28,0,0,1,0,12,Low
AG-337-A08,33.96,0,0,1,1,13,Low
AG-337-A09,22.64,0,0,0,0,11,Low
AG-337-A10,73.54,0,1,0,1,26,Medium
AG-337-A11,14.33,0,0,0,0,6,Low
AG-337-A13,41.45,0,0,1,1,13,Low
AG-337-A14,45.28,0,1,1,1,15,Low
AG-337-A15,48.13,0,1,1,1,24,Low
AG-337-A16,65.97,0,1,1,1,23,Medium
AG-337-A17,55.71,0,0,1,1,24,Medium
AG-337-A18,8.33,0,0,0,0,3,Low
AG-337-A21,55.17,0,0,1,1,22,Medium
AG-337-A22,57.36,0,1,0,0,21,Medium
AG-337-A23,76.53,0,1,1,1,23,Medium
AG-337-B03,93.31,1.1,1,1,1,30,High
AG-337-B04,77.94,0,1,1,1,28,Medium
AG-337-B05,13.79,0,0,0,0,7,Low
AG-337-B06,1.89,0,0,0,0,4,Low
AG-337-B07,48.66,0,1,0,1,13,Low
AG-337-B08,73.63,0,0,0,0,29,Medium
AG-337-B09,10.34,0,0,0,0,2,Low
AG-337-B10,22.64,0,1,1,0,8,Low
AG-337-B13,56.9,0,0,0,0,33,Medium
AG-337-B14,8.62,0,1,0,1,7,Low
AG-337-B16,65.76,0,0,0,0,33,Medium
AG-337-B17,37.77,0.74,1,1,1,27,Low
AG-337-B18,19.3,0,1,1,1,2,Low
AG-337-B22,22.14,0.93,0,0,0,6,Low
AG-337-B23,16.59,2.63,0,0,0,8,Low
AG-337-C02,50,0,1,1,1,20,Medium
AG-337-C03,9.43,0,0,0,0,4,Low
AG-337-C04,27.34,0.37,0,0,0,11,Low
AG-337-C05,4.17,0,0,0,0,2,Low
AG-337-C06,31.6,0,0,0,0,10,Low
AG-337-C07,68.72,0.52,1,1,1,19,Medium
AG-337-C08,79.03,0.16,0,1,1,24,Medium
AG-337-C09,76.51,0,1,1,1,29,Medium
AG-337-C10,16.21,0,0,0,0,1,Low
AG-337-C11,8.33,0,0,0,0,7,Low
AG-337-C13,69.08,0,0,1,1,23,Medium
AG-337-C14,86.31,0,1,1,1,24,Medium
AG-337-C15,4.17,0,0,0,0,2,Low
AG-337-C16,1.96,0.16,0,0,0,1,Low
AG-337-C17,34.34,0,1,1,1,12,Low
AG-337-C18,32.33,0,0,0,0,3,Low
AG-337-C19,87.95,0,0,0,1,23,Medium
AG-337-C20,27.1,0,0,0,0,10,Low
AG-337-C21,50.39,0,0,0,0,14,Medium
AG-337-C22,63.86,0,1,0,1,29,Medium
AG-337-D02,48.43,0,0,0,0,22,Low
AG-337-D03,43.65,0,0,1,1,15,Low
AG-337-D05,29.8,1.19,0,0,0,11,Low
AG-337-D06,43.58,0.37,0,0,0,32,Low
AG-337-D07,0,0,0,0,0,5,Low
AG-337-D08,85.97,0,1,1,1,29,Medium
AG-337-D09,0,0,0,0,0,5,Low
AG-337-D10,22.81,0,1,0,1,11,Low
AG-337-D13,4.17,0,0,0,0,5,Low
AG-337-D14,20.83,0,0,0,0,12,Low
AG-337-D15,15.09,0,0,1,1,8,Low
AG-337-D16,86.21,9.43,0,1,1,30,Medium
AG-337-D17,86.65,0.47,1,1,1,29,Medium
AG-337-D18,28.17,0,1,1,1,11,Low
AG-337-D19,73.99,0,0,0,0,22,Medium
AG-337-D20,50.62,0.37,1,1,1,27,Medium
AG-337-D21,5.17,0,0,0,0,2,Low
AG-337-D22,26.42,0,0,0,0,9,Low
AG-337-D23,56.63,0,0,0,0,16,Medium
AG-337-E02,4.17,0,0,0,0,11,Low
AG-337-E03,23.79,0,0,1,1,15,Low
AG-337-E04,49.13,0,0,1,1,15,Low
AG-337-E05,34.48,0,1,1,1,15,Low
AG-337-E06,22.27,0,0,0,0,3,Low
AG-337-E07,81.93,0,1,1,1,31,Medium
AG-337-E09,0,0,0,0,0,0,Low
AG-337-E11,58.9,0.37,1,1,1,28,Medium
AG-337-E13,52.83,0,1,1,1,23,Medium
AG-337-E14,73.56,1.8,1,1,1,32,Medium
AG-337-E15,93.37,0,1,0,0,29,Medium
AG-337-E16,28.3,0,1,1,1,11,Low
AG-337-E17,17.15,0,0,1,1,6,Low
AG-337-E18,53.78,0.37,1,0,1,25,Medium
AG-337-E19,84.34,0,0,1,1,28,Medium
AG-337-E20,93.02,1.1,1,1,1,34,High
AG-337-E21,39.71,0.66,1,1,1,23,Low
AG-337-E22,58.33,0,1,1,1,19,Medium
AG-337-E23,59.37,0,1,0,0,16,Medium
AG-337-F02,84.34,0,1,1,1,24,Medium
AG-337-F03,44.55,0.37,0,0,0,21,Low
AG-337-F04,37.74,0,0,0,0,3,Low
AG-337-F05,11.32,0,0,0,0,0,Low
AG-337-F07,20.75,0,1,0,0,10,Low
AG-337-F08,45.3,0.37,0,0,0,15,Low
AG-337-F09,4.17,0,0,0,0,2,Low
AG-337-F11,33.79,0,1,1,1,13,Low
AG-337-F13,39.66,0,0,1,1,10,Low
AG-337-F14,24.25,0.61,1,0,0,7,Low
AG-337-F15,78.37,0,1,1,1,25,Medium
AG-337-F16,41.22,0,0,1,0,11,Low
AG-337-F17,37.54,0.71,0,0,0,11,Low
AG-337-F18,22.61,0,0,0,0,6,Low
AG-337-F19,27.59,0,1,1,1,14,Low
AG-337-F20,0,0,0,0,0,0,Low
AG-337-F21,47.41,0,0,1,1,20,Low
AG-337-F22,15.09,0,0,1,1,13,Low
AG-337-F23,22.64,0,0,0,0,9,Low
AG-337-G02,46.52,0,1,1,1,18,Low
AG-337-G03,60.86,0.01,1,1,1,29,Medium
AG-337-G04,93.98,0,1,1,1,34,High
AG-337-G05,77.89,0,1,1,1,23,Medium
AG-337-G06,96.39,0,1,1,1,33,High
AG-337-G07,21.59,0,0,0,0,15,Low
AG-337-G08,0,0,0,0,0,7,Low
AG-337-G09,60.38,0,1,1,1,22,Medium
AG-337-G10,71.12,0.57,1,1,1,31,Medium
AG-337-G11,92.23,0,1,1,1,31,High
AG-337-G14,12.5,0,0,0,0,2,Low
AG-337-G15,30.83,0,0,0,0,9,Low
AG-337-G16,45.98,3.66,1,0,0,18,Low
AG-337-G17,0,0,0,0,0,1,Low
AG-337-G18,47.17,0,0,1,1,16,Low
AG-337-G20,63.64,0.37,1,1,1,33,Medium
AG-337-G21,80.19,0,1,1,1,28,Medium
AG-337-G22,29.96,0,1,0,1,17,Low
AG-337-I02,78.92,0,1,0,1,31,Medium
AG-337-I03,57.21,0,1,1,1,25,Medium
AG-337-I04,0,0,0,0,0,0,Low
AG-337-I05,0,0,0,0,0,3,Low
AG-337-I06,32.04,0,0,0,0,9,Low
AG-337-I07,0,0,0,0,0,3,Low
AG-337-I08,20.64,0.33,0,0,0,5,Low
AG-337-I09,6.9,0,1,1,1,0,Low
AG-337-I10,87.14,2.41,1,1,1,24,Medium
AG-337-I11,67.63,0.71,1,1,1,18,Medium
AG-337-I13,65.66,0,1,0,0,22,Medium
AG-337-I15,44.44,0.53,1,1,1,18,Low
AG-337-I16,63.88,0,1,1,1,30,Medium
AG-337-I17,79.93,0,1,0,1,32,Medium
AG-337-I18,72.6,0,1,1,1,28,Medium
AG-337-I19,0,0,0,0,0,1,Low
AG-337-I20,52.95,0,1,1,1,23,Medium
AG-337-I21,20.75,0,1,0,0,8,Low
AG-337-I22,82.41,0,0,0,1,32,Medium
AG-337-I23,29.25,0,0,0,0,12,Low
AG-337-J02,54.28,0,0,1,1,21,Medium
AG-337-J04,0,0,0,0,0,5,Low
AG-337-J06,58.48,0,1,0,0,14,Medium
AG-337-J07,51.31,0.37,1,0,1,26,Medium
AG-337-J08,16.64,0,0,0,0,4,Low
AG-337-J09,73.47,0.52,1,1,1,22,Medium
AG-337-J10,52.05,0,0,0,0,19,Medium
AG-337-J11,50.69,0.08,0,0,0,26,Medium
AG-337-J13,27.92,0,0,0,0,15,Low
AG-337-J14,51.53,1.35,0,0,0,30,Medium
AG-337-J15,59.42,0.57,0,1,1,24,Medium
AG-337-J16,55.18,0,1,1,1,23,Medium
AG-337-J17,0,0,0,0,0,1,Low
AG-337-J18,53.45,0,0,1,1,22,Medium
AG-337-J19,49.99,0,1,1,1,30,Low
AG-337-J20,32.08,0,1,0,0,6,Low
AG-337-J21,45.28,0,1,1,1,8,Low
AG-337-J22,79.65,0,1,1,1,21,Medium
AG-337-J23,69.28,0.11,1,1,1,27,Medium
AG-337-K02,16.98,0,0,1,1,7,Low
AG-337-K03,24.53,3.77,1,0,0,4,Low
AG-337-K04,51.51,0.69,1,0,1,22,Medium
AG-337-K06,36.47,0,0,1,1,11,Low
AG-337-K07,18.87,0,1,0,0,9,Low
AG-337-K08,21,0,0,0,0,3,Low
AG-337-K09,31.33,0.2,0,0,0,8,Low
AG-337-K10,87.91,0,1,1,1,27,Medium
AG-337-K11,4.17,0,0,0,0,0,Low
AG-337-K13,43.82,0,1,1,1,17,Low
AG-337-K14,59.15,0,1,1,1,34,Medium
AG-337-K15,80.95,1.1,1,1,2,30,Medium
AG-337-K16,46.14,0.37,0,0,0,26,Low
AG-337-K17,86.7,0,1,1,1,30,Medium
AG-337-K18,36.67,0,1,1,1,15,Low
AG-337-K19,65.95,0,1,0,0,22,Medium
